fetchUrl,projectName,date,changeId,patchId,mergedCommitId,ref,reviewUrl,filePath,gitPath,commitMessage,linesAdd,linesDel,operation,labels
https://git.eclipse.org/r/acceleo/org.eclipse.acceleo,acceleo,19/07/2018 17:39,I0423078bc4de01ee268e86d035bb5cc703c9e324,051e2f8c13515aa5e65634a3cd718576755de509,178cb4fea186657f7ef6f9c5d6874c9605b05c45,refs/changes/20/70120/1,https://git.eclipse.org/r/70120,query/plugins/org.eclipse.acceleo.query/src/org/eclipse/acceleo/query/delegates/AQLSettingDelegate.java,C:/tmp,Added delegates (validation setting ...) for AQL expressions.,94,0,ADDED,documentation;structure
https://git.eclipse.org/r/acceleo/org.eclipse.acceleo,acceleo,20/07/2018 17:39,I85a4749b6ccf921d6f62a6357a36cd17dbebae5d,7fd9718d53df1700476506226d05bd6fac89a29a,4f808ca53750725ba1a6182f468983afa64aac35,refs/changes/27/54427/25,https://git.eclipse.org/r/54427,plugins/org.eclipse.acceleo.equinox.launcher/src/org/eclipse/acceleo/equinox/internal/EMFCodeGenRunner.java,C:/tmp,[475353] Introduce an Equinox Application to launch Generators,115,0,ADDED,documentation;structure
