fetchUrl,projectName,date,change-id,patch-id,ref,reviewUrl,filePath,gitPath,commitMessage,lines_add,lines_del,operation,labels
https://git.eclipse.org/r/acceleo/org.eclipse.acceleo,acceleo,19/07/2018 17:39,I0423078bc4de01ee268e86d035bb5cc703c9e324,051e2f8c13515aa5e65634a3cd718576755de509,refs/changes/20/70120/1,https://git.eclipse.org/r/70120,query/plugins/org.eclipse.acceleo.query/src/org/eclipse/acceleo/query/delegates/AQLSettingDelegate.java,C:\tmp,Added delegates (validation setting ...) for AQL expressions.,94,0,ADDED,documentation;structure
https://git.eclipse.org/r/acceleo/org.eclipse.acceleo,acceleo,20/07/2018 17:39,I85a4749b6ccf921d6f62a6357a36cd17dbebae5d,7fd9718d53df1700476506226d05bd6fac89a29a,refs/changes/27/54427/25,https://git.eclipse.org/r/54427,plugins/org.eclipse.acceleo.equinox.launcher/src/org/eclipse/acceleo/equinox/internal/EMFCodeGenRunner.java,C:\tmp,[475353] Introduce an Equinox Application to launch Generators,115,0,ADDED,documentation;structure
https://git.eclipse.org/r/acceleo/org.eclipse.acceleo,acceleo,21/07/2018 17:39,I57176e513bc5ccf0fbd912cced26b512d055d776,91653c2100299f106ccdf9f897ecb6eb589fb0e2,refs/changes/01/65001/2,https://git.eclipse.org/r/65001,query/tests/org.eclipse.acceleo.query.tests/src/org/eclipse/acceleo/query/services/tests/CollectionServicesAstValidationTest.java,C:\tmp,Fix the collection services and improve test coverage,2290,0,ADDED,documentation
https://git.eclipse.org/r/acceleo/org.eclipse.acceleo,acceleo,27/07/2018 17:39,Id4fd7850eba4e8d0c0c1b3e7d385aa04d9427754,b6e14b5404d3542902341ea823e774548faaf5c8,refs/changes/76/57176/1,https://git.eclipse.org/r/57176,query/plugins/org.eclipse.acceleo.query/src/org/eclipse/acceleo/query/runtime/impl/EvaluationServices.java,C:\tmp,Prevent NPEs at runtime when calling EObject operations,5,1,MODIFIED,documentation;structure
https://git.eclipse.org/r/acceleo/org.eclipse.acceleo,acceleo,28/07/2018 17:39,I7f5d0fbae8224b4be793db159fde8fe3448fee7e,dab96a60f22b0957adf0e44fe9ab4df4db2c0f5d,refs/changes/98/44098/3,https://git.eclipse.org/r/44098,query/plugins/org.eclipse.acceleo.query/src/org/eclipse/acceleo/query/parser/AstBuilderListener.java,C:\tmp,Added positions in the AstResult.,290,107,MODIFIED,documentation
